review_id,phase,round,role,domain,issue,decision,doc_anchor
"R-02629","中期评审","1629","UI工程师","安全合规","当前 mTLS、JWT、RBAC、审计已有基础，但 Kafka TLS/SASL 和密钥生产化仍是缺口。","设计南北向和东西向安全边界，补生产安全加固门禁。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-02630","中期评审","1630","产品经理","交付实施","课题一要求的多源异构数据融合需要映射到流量、资产、设备日志、用户行为四类可验收数据源。","在设计文档增加任务书指标追溯矩阵，并把每类数据源绑定到采集、处理、存储、页面和测试证据。","01_design/课题一产品与技术总体设计.md#3-req-t1-追溯矩阵"
"R-02631","中期评审","1631","技术经理","交付实施","试点验收需要证明部署稳定性、连续运行、应用价值和经济效益。","输出试点材料清单、演示脚本和第三方测试准备清单。","01_design/课题一产品与技术总体设计.md#7-试点与交付"
"R-02632","中期评审","1632","销售经理","测试验收","Probe 到 Web UI 的链路需要形成可复核流程。","固化 Probe -> Ingest -> Kafka -> Flink -> 存储 -> Go API -> Web UI -> Feedback -> MLOps 的流程走向。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-02633","中期评审","1633","项目经理","测试验收","功能 E2E 已有 100 轮冒烟通过，但性能、模型泛化和故障演练需另行验收。","把现有 live smoke 作为功能回归证据，把专项项列入门禁。","01_design/课题一产品与技术总体设计.md#6-验收设计"
"R-02634","中期评审","1634","全栈工程师","性能容量","10 x 100Gbps、512Mpps 和 P95 <= 60s 缺专项压测报告。","把它标成验收待闭环，定义流量模型、时间戳口径、采样点、丢包率和资源水位。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-02635","中期评审","1635","算法工程师","检测质量","多源数据缺失、迟到、解析失败和 DLQ 会影响告警可信度。","定义数据质量指标、DLQ 处理、重放幂等和页面解释策略。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-02636","中期评审","1636","实施工程师","性能容量","相对 SIEM、IDS、NDR、抓包平台的差异化需要讲成客户语言。","采用“看得见、判得准、查得到、改得动、验得过”的价值链表达。","01_design/课题一产品与技术总体设计.md#8-竞争力设计"
"R-02637","中期评审","1637","测试工程师","安全合规","全流量能力容易被误解为永久全包留存。","明确产品口径为 Flow/Session/Feature 实时分析加策略化 PCAP 索引、裁剪、留存和下载。","01_design/课题一产品与技术总体设计.md#2-任务书边界"
"R-02638","中期评审","1638","UI工程师","用户体验","页面已经丰富，但操作路径必须服务于研判闭环而不是菜单堆叠。","定义登录、态势、告警、证据、图谱、取证、反馈、治理、报表的 25 分钟演示路径。","01_design/课题一产品与技术总体设计.md#44-25-分钟演示主线"
"R-02639","中期评审","1639","产品经理","检测质量","准确率 95% 以上、误报率低于 5% 不能只用功能联调证明。","补充样本集、标签、混淆矩阵、公式、第三方测试和回归报告模板。","01_design/课题一产品与技术总体设计.md#63-检测质量门禁"
"R-02640","中期评审","1640","技术经理","测试验收","MLOps 小样本 F1=0.8 不能代表课题完成态指标。","建立最小样本门槛、champion/challenger、漂移阈值、灰度和回滚机制。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-02641","中期评审","1641","销售经理","安全合规","当前 mTLS、JWT、RBAC、审计已有基础，但 Kafka TLS/SASL 和密钥生产化仍是缺口。","设计南北向和东西向安全边界，补生产安全加固门禁。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-02642","中期评审","1642","项目经理","端到端链路","课题一要求的多源异构数据融合需要映射到流量、资产、设备日志、用户行为四类可验收数据源。","在设计文档增加任务书指标追溯矩阵，并把每类数据源绑定到采集、处理、存储、页面和测试证据。","01_design/课题一产品与技术总体设计.md#3-req-t1-追溯矩阵"
"R-02643","中期评审","1643","全栈工程师","交付实施","试点验收需要证明部署稳定性、连续运行、应用价值和经济效益。","输出试点材料清单、演示脚本和第三方测试准备清单。","01_design/课题一产品与技术总体设计.md#7-试点与交付"
"R-02644","中期评审","1644","算法工程师","性能容量","Probe 到 Web UI 的链路需要形成可复核流程。","固化 Probe -> Ingest -> Kafka -> Flink -> 存储 -> Go API -> Web UI -> Feedback -> MLOps 的流程走向。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-02645","中期评审","1645","实施工程师","测试验收","功能 E2E 已有 100 轮冒烟通过，但性能、模型泛化和故障演练需另行验收。","把现有 live smoke 作为功能回归证据，把专项项列入门禁。","01_design/课题一产品与技术总体设计.md#6-验收设计"
"R-02646","中期评审","1646","测试工程师","性能容量","10 x 100Gbps、512Mpps 和 P95 <= 60s 缺专项压测报告。","把它标成验收待闭环，定义流量模型、时间戳口径、采样点、丢包率和资源水位。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-02647","中期评审","1647","UI工程师","用户体验","多源数据缺失、迟到、解析失败和 DLQ 会影响告警可信度。","定义数据质量指标、DLQ 处理、重放幂等和页面解释策略。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-02648","中期评审","1648","产品经理","测试验收","相对 SIEM、IDS、NDR、抓包平台的差异化需要讲成客户语言。","采用“看得见、判得准、查得到、改得动、验得过”的价值链表达。","01_design/课题一产品与技术总体设计.md#8-竞争力设计"
"R-02649","中期评审","1649","技术经理","进度与范围","全流量能力容易被误解为永久全包留存。","明确产品口径为 Flow/Session/Feature 实时分析加策略化 PCAP 索引、裁剪、留存和下载。","01_design/课题一产品与技术总体设计.md#2-任务书边界"
"R-02650","中期评审","1650","销售经理","用户体验","页面已经丰富，但操作路径必须服务于研判闭环而不是菜单堆叠。","定义登录、态势、告警、证据、图谱、取证、反馈、治理、报表的 25 分钟演示路径。","01_design/课题一产品与技术总体设计.md#44-25-分钟演示主线"
"R-02651","中期评审","1651","项目经理","检测质量","准确率 95% 以上、误报率低于 5% 不能只用功能联调证明。","补充样本集、标签、混淆矩阵、公式、第三方测试和回归报告模板。","01_design/课题一产品与技术总体设计.md#63-检测质量门禁"
"R-02652","中期评审","1652","全栈工程师","性能容量","MLOps 小样本 F1=0.8 不能代表课题完成态指标。","建立最小样本门槛、champion/challenger、漂移阈值、灰度和回滚机制。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-02653","中期评审","1653","算法工程师","安全合规","当前 mTLS、JWT、RBAC、审计已有基础，但 Kafka TLS/SASL 和密钥生产化仍是缺口。","设计南北向和东西向安全边界，补生产安全加固门禁。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-02654","中期评审","1654","实施工程师","交付实施","课题一要求的多源异构数据融合需要映射到流量、资产、设备日志、用户行为四类可验收数据源。","在设计文档增加任务书指标追溯矩阵，并把每类数据源绑定到采集、处理、存储、页面和测试证据。","01_design/课题一产品与技术总体设计.md#3-req-t1-追溯矩阵"
"R-02655","中期评审","1655","测试工程师","交付实施","试点验收需要证明部署稳定性、连续运行、应用价值和经济效益。","输出试点材料清单、演示脚本和第三方测试准备清单。","01_design/课题一产品与技术总体设计.md#7-试点与交付"
"R-02656","中期评审","1656","UI工程师","测试验收","Probe 到 Web UI 的链路需要形成可复核流程。","固化 Probe -> Ingest -> Kafka -> Flink -> 存储 -> Go API -> Web UI -> Feedback -> MLOps 的流程走向。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-02657","中期评审","1657","产品经理","测试验收","功能 E2E 已有 100 轮冒烟通过，但性能、模型泛化和故障演练需另行验收。","把现有 live smoke 作为功能回归证据，把专项项列入门禁。","01_design/课题一产品与技术总体设计.md#6-验收设计"
"R-02658","中期评审","1658","技术经理","性能容量","10 x 100Gbps、512Mpps 和 P95 <= 60s 缺专项压测报告。","把它标成验收待闭环，定义流量模型、时间戳口径、采样点、丢包率和资源水位。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-02659","中期评审","1659","销售经理","检测质量","多源数据缺失、迟到、解析失败和 DLQ 会影响告警可信度。","定义数据质量指标、DLQ 处理、重放幂等和页面解释策略。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-02660","中期评审","1660","项目经理","性能容量","相对 SIEM、IDS、NDR、抓包平台的差异化需要讲成客户语言。","采用“看得见、判得准、查得到、改得动、验得过”的价值链表达。","01_design/课题一产品与技术总体设计.md#8-竞争力设计"
"R-02661","中期评审","1661","全栈工程师","安全合规","全流量能力容易被误解为永久全包留存。","明确产品口径为 Flow/Session/Feature 实时分析加策略化 PCAP 索引、裁剪、留存和下载。","01_design/课题一产品与技术总体设计.md#2-任务书边界"
